name|development_stage|completion_year|dwellings_number|address_line1|address_region|address_code|housing_tenure|legal_form
Woongroep Vinkenvilla|active||||Groningen||[]|[]
Woongroep Zuid [ 6] [wg]|active||6||Groningen||[]|[]
Woonvereniging GEMA [ 1986] [wg]|active|1986|||Groningen||[]|[]
Ykelstein [ 1986] [wg]|active|1986|||Groningen||[]|[]
BAVO woongroep van Ouderen [50+]|active||||Haarlem||[]|[]
Bewonersvereniging Rosenstock-Huessy Huis [ 9 2006]|active|2006|9||Haarlem||[]|[]
C.W. Drielandenhuis [H 37 1986] [cw]|active|1986|37||Haarlem||['rental_social']|[]
C.W. Romolenpolder [ 46 1992] [cw]|active|1992|46||Haarlem||[]|[]
Groene Veste [H 20 2010] [50+]|active|2010|20||Haarlem||['rental_social']|[]
Lieflijk Indie [50+]|active||||Haarlem||[]|[]
*Ons Groene Huis|developing||||Haarlem||[]|[]
Woongroep de Rietkraag [50+]|active||||Haarlem||[]|[]
Woongroep Houdt Vaart [ 29 1989] [50+]|active|1989|29||Haarlem||[]|[]
Woongroep Lavendelstraat [ 11 1989] [sp]|active|1989|11||Haarlem||[]|[]
Woongroep Samen Zelfstandig Humanitas [H 27] [50+]|active||27||Haarlem||['rental_social']|[]
Erve Veldink [H 5 1981] [ww eco sp]|active|1981|5||Haarlo||['rental_social']|[]
De Weyst [ 1984] [ww]|active|1984|||Handel||[]|[]
Hestia Haren [HK 21 2017] [50+]|active|2017|21||Haren||['rental_social','ownership_full']|[]
Terra Libertas [eco]|active||||Haren||[]|[]
Woongemeenschap De Havelstee [H 14 1988] [50+|active|1988|14||Havelte||['rental_social']|[]
De Grindhorst [H] [wg]|active||||Heelsum||['rental_social']|[]
Bloemlust [K 4 1995]|active|1995|4||Heemskerk||['ownership_full']|[]
*Stichting Heemskerk 55 plus [H] [50+]|developing||||Heemskerk||['rental_social']|[]
Woongroep Burisbeek [H 18] [50+]|active||18||Heemskerk||['rental_social']|[]
Woonvereniging Heemshof [ 7 1977] [cw ww]|active|1977|7||Heemskerk||[]|[]
Oecomenische Woongemeenschap Wel-Licht [HK 11] [50+]|active||11||Heemstede||['rental_social','ownership_full']|[]
Oecumenische woongroep Wellicht [HK 11 2001] [50+]|active|2001|11||Heemstede||['rental_social','ownership_full']|[]
Woongroep Voormeers Zathe [H 26] [50+]|active||26||Heerenveen||['rental_social']|[]
*C.W. de Oase [cw]|developing||||Heerhugowaard||[]|[]
MW2 De Vuurplaats [H 15 1994] [ww eco]|active|1994|15||Heerhugowaard||['rental_social']|[]
C.W. Schiffelerhof [K 1987] [cw]|active|1987|||Heerlen||[]|[]
Woongroep de Wijst|active||||Heesch||[]|[]
*Wonen 50+ Heiloo [HK 30] [50+]|developing||30||Heiloo||['rental_social','ownership_full']|[]
Woongroep Het Alternatief [H 52 1986] [50+]|active|1986|52||Heiloo||['rental_social']|[]
*Woongroep Opteiland i.o. [HK 50] [50+]|developing||50||Hendrik Ido Ambacht||['rental_social','ownership_full']|[]
Woongroep t Roer Om [H 26 1992] [50+]|active|1992|||Hengelo||['rental_social']|[]
C.W. De Hilversumse Meent [H 50 1977] [cw]|active|1977|50||Hilversum||['rental_social']|[]
Woongemeenschap David Lopes Dias [H 22 1985] [50+]|active|1985|22||Hilversum||['rental_social']|[]
Woongroep t Pluspunt [H 28 1993] [50+]|active|1993|28||Hilversum||['rental_social']|[]
Vereniging Beemsterborgh [H 62] [50+]|active||62||Hoofddorp||['rental_social']|[]
Woongemeenschap De Korenschoof [H 14] [50+]|active||14||Hoogblokland||['rental_social']|[]
Groepswonen Senioren Hoogezand-Sappemeer [H 62] [50+]|active||62||Hoogezand||['rental_social']|[]
Langkoeas [ 25 2008] [50+ multi]|active|2008|25||Hoogezand||[]|[]
Vereniging Groepswonen Senioren [50+]|active||||Hoogezand||[]|[]
Woongroep Rumah Bersama [ 2008] [50+ multi]|active|2008|||Hoogezand||[]|[]
Hof van Heden Hoogvliet [HK 60 2008]|active|2008|60||Hoogvliet||['rental_social','ownership_full']|[]
Woongroep De Saraburcht [H 41] [50+]|active||41||Hoogvliet Rotterdam||['rental_social']|[]
C.W. Aurijn [H 9 1987] [cw]|active|1987|9||Hoorn||['rental_social']|[]
C.W. Josefhuis [H 31 1987] [cw]|active|1987|31||Hoorn||['rental_social']|[]
Roerdomp [50+ multi]|active||||Hoorn||[]|[]
Woongemeenschap De Boogerd [ 75 1986] [50+]|active|1986|75||Hoorn||[]|[]
Woongemeenschap De Koopvaarder [H 60] [50+]|active||60||Hoorn||['rental_social']|[]
woontoren in de G.J. Henninkstraat [50+]|active||||Hoorn||[]|[]
Woongroep Dassenburg [H 22 1991] [50+]|active|1991|22||Houten||['rental_social']|[]
Woongroep Het Dorpserf [H 32 1996] [50+]|active|1996|32||Houten||['rental_social']|[]
*Woongroep Leebrug II [50+]|developing||||Houten||[]|[]
Woongroep Leestaete [ 39] [50+]|active||39||Houten||[]|[]
Woonvereniging Sonnenblinck [K]|active||||Houthem-Valkenburg||['ownership_full']|[]
C.W. Dinslo [H 23] [cw]|active||23||Huis ter Heide||['rental_social']|[]
De Brouwketel|active||||Huissen||[]|[]
Woongroep De Drifter [HK 26 1996] [50+]|active|1996|26||Huizen||['rental_social','ownership_full']|[]
*de Kakelhof [ 2012] [50+]|developing|2012|||Hulsberg||[]|[]
Woongroep Zenderstein [50+]|active||||IJsselstein||[]|[]
Le Hameau de la Ferme du Terril|active||||Jemeppe-sur-Sambre||[]|[]
Woonvereniging Thedinghsweert [H 18 1993] [ww]|active|1993|18||Kerk-Avezaath||['rental_social']|[]
Woongroep 't Pluspunt|active||||Kruisland||[]|[]
De Knik Wooncentrum 50+ [50+]|active||||Landsmeer||[]|[]
Eco-hameau de MAGDA [ 6 2019]|active|2019|6||le Mas d'Azil||[]|[]
De Volle Leegte [K 7 2005] [cw]|active|2005|7||Leegkerk||[]|[]
Woongroep C.W. Noabershuus [H 22] [cw 50+]|active||22||Leek||['rental_social']|[]
Bharti Bhawan [50+ multi]|active||||Leeuwarden||[]|[]
C.W. Circa [H 7 1988] [cw]|active|1988|7||Leeuwarden||['rental_social']|[]
C.W. Hoeksterpoort [H 11 1990] [cw]|active|1990|11||Leeuwarden||['rental_social']|[]
Haniahof [ 16 1986]|active|1986|16||Leeuwarden||[]|[]
Woongroep 50+ Blyn Anker [H 20 2006] [50+]|active|2006|20||Leeuwarden||['rental_social']|[]
Woongroep De Gouden Bal [H 20] [50+]|active||20||Leeuwarden||['rental_social']|[]
Woongroep Willemskade [ 8 1988] [wg]|active|1988|8||Leeuwarden||[]|[]
C.W. de StadsOase [H 37 1986] [cw]|active|1986|37||Leiden||['rental_social']|[]
C.W. Ons Behang [ 1990] [cw]|active|1990|||Leiden||[]|[]
C.W. Stevenshof [H 15 1988] [cw]|active|1988|15||Leiden||['rental_social']|[]
C.W. Zwartehandspoort [HK 11 1985] [cw]|active|1985|11||Leiden||['rental_social','ownership_full']|[]
De Oranjerie [HK 19 2003] [cw eco]|active|2003|19||Leiden||['rental_social','ownership_full']|[]
*G.W. Leiden [cw]|developing||||Leiden||[]|[]
Woongroep De Beyerinck [H 20 1991] [50+]|active|1991|20||Leiden||['rental_social']|[]
*Vereniging De Ouderzorg [H 24] [50+]|developing||24||Leiderdorp||['rental_social']|[]
C.W. Hestia [H 32 1987] [cw]|active|1987|32||Lelystad||['rental_social']|[]
Iewan [H 2015] [eco]|active|2015|||Lent||['rental_social']|[]
*Villa Sterappel [ 9 2017]|developing|2017|9||Lent||[]|[]
Woongemeenschap Eikpunt [HK 49 2016]|active|2016|49||Lent||['rental_social','ownership_full']|[]
Vereniging De Valleihorst [H 22 1993] [50+]|active|1993|22||Leusden||['rental_social']|[]
Hoeve Kakelbont|active||||Liessel||[]|[]
Woongroep Villa Locheym [H 20 2008] [50+]|active|2008|20||Lochem||['rental_social']|[]
*SETA-wonen [K 40 2016] [eco]|developing|2016|40||Loon op Zand||['ownership_full']|[]
*Woongroep De Wijnrank [ 19] [50+]|developing||19||Loosduinen||[]|[]
*Woongroep Wijndaelerplantsoen [HK 20] [50+ sp]|developing||20||Loosduinen||['rental_social','ownership_full']|[]
*Groepswonen van Ouderen Lopik [50+]|developing||||Lopik||[]|[]
Woongroep Duivenkamp [H 26] [50+]|active||26||Maarssen||['rental_social']|[]
GVO Uilenstaete [H 30 2000] [50+]|active|2000|30||Maassluis||['rental_social']|[]
Vernieuwend Wonen Maastricht [H 73 1989] [cw]|active|1989|73||Maastricht||['rental_social']|[]
*Woongroep Maastricht [ 12] [50+]|developing||12||Maastricht||[]|[]
Woongroep Sterreplein|active||||Maastricht||[]|[]
Woongroep Zuid Maastricht [ 8 1984]|active|1984|8||Maastricht||[]|[]
Groepswonen van Ouderen Oase [H 30] [50+]|active||30||Malden||['rental_social']|[]
Oars Wenje [H 21] [50+]|active||21||Menaldum||['rental_social']|[]
*C.W. Plekzat [cw eco]|developing||||Meppel||[]|[]
Woongemeenschap De Oosterboer [ 3 2011] [ww sp]|active|2011|3||Meppel||[]|[]
*Anders wonen Walcheren [K]|developing||||Middelburg||['ownership_full']|[]
Vereniging t Hof Popkensburg [H 16 1986] [50+]|active|1986|16||Middelburg||['rental_social']|[]
Woongroep de Stadsschuur|active||||Middelburg||[]|[]
*Groepswonen Senioren Montfoort (GWSM) [ 22] [50+]|developing||22||Montfoort||[]|[]
*Groepswonen Senioren Montfoort [HK] [50+]|active||||Montvoort||['rental_social','ownership_full']|[]
GVO Naaldwijk [50+]|active||||Naaldwijk||[]|[]
*Woongroep Ouderen Naaldwijk|active||||Naaldwijk||[]|[]
Woongroep 55-plus Naarden [H 15 2007] [50+]|active|2007|15||Naarden||['rental_social']|[]
Woongemeenschap de Elzenhof [H 22] [50+]|active||22||Niekerk||['rental_social']|[]
C.W. Noorderlicht|active||||Nieuwegein||[]|[]
Domus Viridis [wg]|active||||Nieuwegein||[]|[]
G.W. Nieuwegein [H 30 1982] [cw]|active|1982|30||Nieuwegein||['rental_social']|[]
Huize Humus|active||||Nieuwegein||[]|[]
*Initiatiefgroep Blokhoeve [H] [50+]|developing||||Nieuwegein||['rental_social']|[]
*Stichting Perumahan INDO [HK 54] [50+]|developing||54||Nieuwegein||['rental_social','ownership_full']|[]
Villa Puntdak [wg]|active||||Nieuwegein||[]|[]
Woongroep Cayenne [K 5 1979]|active|1979|5||Nieuwegein||['ownership_full']|[]
Woongroep De Bosruiter [H 23 1995] [50+]|active|1995|23||Nieuwegein||['rental_social']|[]
woongroep Duinzigt [H]|active||||Nieuwegein||['rental_social']|[]
Woongroep Lauwe Engel|active||||Nieuwegein||[]|[]
Woongroep Vlam [wg]|active||||Nieuwegein||[]|[]
Octopus [K] [wg]|active||||Nieuwerbrug||['ownership_full']|[]
De Oase|active||||Nieuwland||[]|[]
't Karwei|active||||Nijmegen||[]|[]
't Rijtje|active||||Nijmegen||[]|[]
A.R. de Brons [H]|active||||Nijmegen||['rental_social']|[]
Alles komt goed|active||||Nijmegen||[]|[]
Bewonersgroep De Oase [ 20] [50+]|active||20||Nijmegen||[]|[]
Blijf van mijn huis [K]|active||||Nijmegen||['ownership_full']|[]
Bottenhuis|active||||Nijmegen||[]|[]
Burghardt [wg]|active||||Nijmegen||[]|[]
*C.W. de Waalsprong [HK] [cw]|developing||||Nijmegen||['rental_social','ownership_full']|[]
C.W. Kastanjehof [ 65 1990] [cw]|active|1990|65||Nijmegen||[]|[]
C.W. Mozaiek [HK 46 2004] [cw]|active|2004|46||Nijmegen||['rental_social','ownership_full']|[]
C.W. Opaalstraat [H 49 1987] [cw]|active|1987|49||Nijmegen||['rental_social']|[]
CW Thomasklooster [H 6] [cw]|active||6||Nijmegen||['rental_social']|[]
De Drie Bananenplukkers|active||||Nijmegen||[]|[]
De Grote Broek [ 1984] [ww]|active|1984|||Nijmegen||[]|[]
De Koopvaart [ 1982] [ww]|active|1982|||Nijmegen||[]|[]
De Paraplufabriek [ 1982] [ww]|active||||Nijmegen||[]|[]
De Petteflet [wg]|active||||Nijmegen||[]|[]
De Toren [H 2013]|active|2013|||Nijmegen||['rental_social']|[]
De Vrouwenschool [ 1994] [ww]|active|1994|||Nijmegen||[]|[]
Dobbelmannklooster|active||||Nijmegen||[]|[]
Dommer [H 5]|active||5||Nijmegen||[]|[]
*Ecologisch Wonen Nijmegen [eco]|developing||||Nijmegen||[]|[]
Extrapool [ 5]|active||5||Nijmegen||[]|[]
Huize Twoek [wg]|active||||Nijmegen||[]|[]
Kapel Vondelstraat|active||||Nijmegen||[]|[]
Koolemans Beijnenstraat|active||||Nijmegen||[]|[]
PANko [H] [wg]|active||||Nijmegen||['rental_social']|[]
Pietje Bell|active||||Nijmegen||[]|[]
V for Vondel [wg]|active||||Nijmegen||[]|[]
Van den Havestraat|active||||Nijmegen||[]|[]
Vereniging Stoottroepen Oost [H 12 1992]|active|1992|12||Nijmegen||['rental_social']|[]
Villa Melkuis [wg]|active||||Nijmegen||[]|[]
Vondel29 [wg]|active||||Nijmegen||[]|[]
Woongroep|active||||Nijmegen||[]|[]
Woongroep|active||||Nijmegen||[]|[]
Woongroep|active||||Nijmegen||[]|[]
Woongroep|active||||Nijmegen||[]|[]
Woongroep Anti Huisbaas|active||||Nijmegen||[]|[]
Woongroep Biezenstraat|active||||Nijmegen||[]|[]
Woongroep Blikveld|active||||Nijmegen||[]|[]
Woongroep De Biels|active||||Nijmegen||[]|[]
Woongroep De Dulck|active||||Nijmegen||[]|[]
Woongroep de Sprong [H 37] [50+]|active||37||Nijmegen||['rental_social']|[]
Woongroep Filosofie|active||||Nijmegen||[]|[]
Woongroep Kraijenhoff|active||||Nijmegen||[]|[]
Woongroep Le Fabuleux Destin|active||||Nijmegen||[]|[]
Woongroep Mazzel|active||||Nijmegen||[]|[]
Woongroep Non Solus [ 30] [50+]|active||30||Nijmegen||[]|[]
*Woongroep Ônder Onnes [ 29 2013] [50+]|developing|2013|29||Nijmegen||[]|[]
Woongroep Postdwarsweg|active||||Nijmegen||[]|[]
Woongroep Schoolstraat 123|active||||Nijmegen||[]|[]
Woongroep Spli Jevo|active||||Nijmegen||[]|[]
Woongroep Splitjevo [wg]|active||||Nijmegen||[]|[]
Woongroep Spoorzicht|active||||Nijmegen||[]|[]
Woongroep Van Berchen [wg]|active||||Nijmegen||[]|[]
Woongroep Van Gent|active||||Nijmegen||[]|[]
Woongroep Villa Chaotika|active||||Nijmegen||[]|[]
Woongroep Waarom OOK Niet|active||||Nijmegen||[]|[]
Woongroep Wanhoop Nabij|active||||Nijmegen||[]|[]
Woongroep Willem Barentszstraat 53|active||||Nijmegen||[]|[]
Woonvereniging De Vonk [H 24] [50+]|active||24||Nijmegen||['rental_social']|[]
Woonvereniging Driehuizenhof [K 3 2007] [cw wg eco]|active|2007|3||Nijmegen||[]|[]
Woonvereniging Eindeloos|active||||Nijmegen||[]|[]
Woonvereniging Voorwaarts [wg]|active||||Nijmegen||[]|[]
Woonwerkvereniging De Begijnen [ 6] [ww]|active||6||Nijmegen||[]|[]
*Woongroep 50+ Noordwijk [H] [50+]|developing||||Noordwijk||['rental_social']|[]
*Woongroep Nuenen [K 20] [50+]|developing||20||Nuenen||['ownership_full']|[]
C.W. Anna Bijnshof [HK 13 1987] [cw]|active|1987|13||Oegstgeest||['rental_social','ownership_full']|[]
*Graanhof [eco]|developing||||Oldambt||[]|[]
C.W.O. Onder de Linden [H 11 1991] [cw]|active|1991|11||Oldenzaal||['rental_social']|[]
Aardehuis Olst [HK 23]|active||23||Olst||['rental_social','ownership_full']|[]
Vriendenerf [K 12 2017] [50+]|active|2017|12||Olst||['ownership_full']|[]
Vegetarisch Woonpark Ommershof [ 47] [50+]|active||47||Oosterbeek||[]|[]
*Oosterhoutse woongroep van senioren [50+]|developing||||Oosterhout||[]|[]
*Woongroep De Contreie [ 12] [50+]|developing||12||Oosterhout||[]|[]
*Ecodorp Twente [eco]|developing||||Oud Ootmarsum||[]|[]
Woongroep Appeldreef [50+]|active||||Papendrecht||[]|[]
Woongroep de Woonacker [H 32 1993] [50+]|active|1993|32||Pijnacker||['rental_social']|[]
W.K. Purmerend [HK 71 1985] [cw]|active|1985|71||Purmerend||['rental_social','ownership_full']|[]
Cafe Betsy's [ 5]|active||5||Rehnen||[]|[]
BBV Le Maitrehof [H 24] [50+]|active||24||Renkum||['rental_social']|[]
*Groepswonen voor Ouderen [H] [50+]|developing||||Renkum||['rental_social']|[]
Woongroep De Toekomst Amarant|active||||Reusel||[]|[]
*Ecodorp Gaasterland [eco]|developing||||Rijs||[]|[]
*Geworteld Wonen [HK 53] [eco]|developing||53||Rijswijk||['rental_social','ownership_full']|[]
Woongroep De Hoecken [ 2009] [gh]|active|2009|||Rijswijk||[]|[]
Woongroep De Jasmijnsteede [H 14 1988] [50+]|active|1988|14||Roden||['rental_social']|[]
Woongemeenschap Fuutaal [50+]|active||||Roelofarendsveen||[]|[]
*Woongroep Roelofarendsveen [50+]|developing||||Roelofarendsveen||[]|[]
C.W. Maasniel [H 3 1987] [cw]|active|1987|3||Roermond||['rental_social']|[]
*Groepswonen Roosendaal|developing||||Roosendaal||[]|[]
Ver. Samen Verder|active||||Rosmalen||[]|[]
*Woongroep De Hoefslag [HK 35] [50+]|developing||35||Rosmalen||['rental_social','ownership_full']|[]
A Pousada [ 21 2002] [50+ multi gh]|active|2002|21||Rotterdam||[]|[]
Bewonersvereniging Stampioendwarsstraten [ 96]|active||96||Rotterdam||[]|[]
Buitensporig [wg]|active||||Rotterdam||[]|[]
C.W. De Banier [H 52 1980] [cw]|active|1980|52||Rotterdam||['rental_social']|[]
C.W. de Beuk [K 9 1977] [cw]|active|1977|9||Rotterdam||[]|[]
C.W. Zevenkamp [H 55 1982] [cw]|active|1982|55||Rotterdam||['rental_social']|[]
De Gigant [ 5 2007] [ww]|active|2007|5||Rotterdam||[]|[]
Harmonica [K 25 2002] [50+ multi]|active|2002|25||Rotterdam||['ownership_full']|[]
Het Poortgebouw [ 30 1982] [ww]|active|1982|30||Rotterdam||[]|[]
Ka Fook Mansion [ 43 1995] [50+ multi]|active|1995|43||Rotterdam||[]|[]
Kralingen-Lake|active||||Rotterdam||[]|[]
Sabitri Bahwan [ 9 1995] [multi]|active|1995|9||Rotterdam||[]|[]
Santosa [ 16 1999] [50+ multi gh]|active|1999|16||Rotterdam||[]|[]
VGDO Carnisse [H 22 1992] [50+]|active|1992|22||Rotterdam||['rental_social']|[]
VGDO Slotboom [50+]|active||||Rotterdam||[]|[]
Vlinderpand [wg]|active||||Rotterdam||[]|[]
WG Jansen [ 5]|active||5||Rotterdam||[]|[]
Wi Mofina Tampe [ 24 1996] [50+ multi]|active|1996|24||Rotterdam||[]|[]
Woon/werk vereniging VERS [ww]|active||||Rotterdam||[]|[]
Woongemeenschap Het Vlinderhuis [H 23] [50+]|active||23||Rotterdam||['rental_social']|[]
Woongroep Bloemkwekerstraat [ 1980] [wg]|active|1980|||Rotterdam||[]|[]
Woongroep De Bonnefooi [ 1991] [50+]|active|1991|||Rotterdam||[]|[]
Woongroep De Burgermeester|active||||Rotterdam||[]|[]
Woongroep De Magneet [cw]|active||||Rotterdam||[]|[]
Woongroep de Schakel [H 16 1989] [50+]|active|1989|16||Rotterdam||['rental_social']|[]
Woongroep De Sleutel [H 46] [50+]|active||46||Rotterdam||['rental_social']|[]
Woongroep Hillegersberg-Schiebroek [HK 59 2006] [50+]|active|2006|59||Rotterdam||['rental_social','ownership_full']|[]
Woongroep Hoge Boezem [wg]|active||||Rotterdam||[]|[]
Woongroep IJ 93 [H 30] [50+]|active||30||Rotterdam||['rental_social']|[]
Woongroep Orkide [50+ multi]|active||||Rotterdam||[]|[]
Woongroep Plus-Minus [H 19] [50+]|active||19||Rotterdam||['rental_social']|[]
Woongroep Rotterdam|active||||Rotterdam||[]|[]
Woongroep t Wagenveer [H 15] [50+]|active||15||Rotterdam||['rental_social']|[]
Woongroep Vier op Vier|active||||Rotterdam||[]|[]
Woonvereniging Alexander [H 36] [50+]|active||36||Rotterdam||['rental_social']|[]
Woonvereniging Artis [wg]|active||||Rotterdam||[]|[]
Woonwerkvereniging De Lelie [H 10] [cw ww]|active||10||Rotterdam||['rental_social']|[]
ZoefZoef [wg]|active||||Rotterdam||[]|[]
Het Kloosterhuis [ 1993]|active|1993|||Sambeek||[]|[]
Oude School [H 15 2006] [50+]|active|2006|15||Scheveningen||['rental_social']|[]
Prinseheem [ 14 1987] [50+]|active|1987|14||Scheveningen||[]|[]
Groepswonen van Ouderen Schiedam [HK 46] [50+]|active||46||Schiedam||['rental_social','ownership_full']|[]
VGOS Bospad [HK 46 2005] [50+]|active|2005|46||Schiedam||['rental_social','ownership_full']|[]
*De Zonnewijzer [ 20] [50+]|developing||20||Schoorl||[]|[]
*C.W. Schouwen-Duiveland (naam onbekend) [cw]|developing||||Schouwen-Duiveland||[]|[]
*De Woongaard [ 20 2020] [eco]|developing|2020|20||Serooskerke||[]|[]
*Woongroep 50+ Park Kienehoef [50+]|developing||||Sint-Oedenrode||[]|[]
*Woongroep Koningsvaren [HK 39 2012] [50+]|developing|2012|39||Sint-Oedenrode||['rental_social','ownership_full']|[]
*Lowakimo [eco]|developing||||Sittard||[]|[]
Mienskiplik Wenjen [H 8 1982]|active|1982|8||Sneek||['rental_social']|[]
Woongroep De Wettertoer [ 18] [50+]|active||18||Sneek||[]|[]
Woongroep GOS Koningsdael [H 23 1993] [50+]|active|1993|23||Soest||['rental_social']|[]
Woongroep Gossenburcht [HK 15 1995] [50+]|active|1995|15||Soest||['rental_social','ownership_full']|[]
Woongroep Insulinde Soest [HK 11 1994] [50+ multi]|active|1994|11||Soest||['rental_social','ownership_full']|[]
C.W. Spijkenisse [H 24 1981] [cw]|active|1981|24||Spijkenisse||['rental_social']|[]
*Woongroep Indische Nederlanders (naam niet bekend) [ 35 2011] [50+ multi]|developing|2011|35||Spijkenisse||[]|[]
Woongroep in oprichting [HK 2]|active||2||Sprang-Capelle||['rental_social','ownership_full']|[]
Woongroep van Senioren Stadskanaal [50+]|active||||Stadskanaal||[]|[]
Emmaus Feniks [ww]|active||||Tegelen||[]|[]
Eco-Tribe [ww eco]|active||||Teuge||[]|[]
Woongroep Borchgang|active||||Tiel||[]|[]
C.W. De Meenthe [K 20 1981] [cw]|active|1981|20||Tilburg||[]|[]
C.W. De Stam [HK 18 2013] [cw]|active|2013|18||Tilburg||['ownership_full']|[]
Glouwi Bouliga Woongroep|active||||Tilburg||[]|[]
Ikinci Bahar Evi [ 2010] [50+ multi]|active|2010|||Tilburg||[]|[]
Woongemeenschap Samen Verder [50+]|active||||Tilburg||[]|[]
Woongemeenschap Tilburg Noord [H 23 1993] [50+]|active|1993|23||Tilburg||['rental_social']|[]
Woongroep Kard Alfrinkstraat [50+ multi]|active||||Tilburg||[]|[]
Woongroep Sepiastraat [50+ multi]|active||||Tilburg||[]|[]
Woongroep Tandem|active||||Tilburg||[]|[]
WoonWerkvereniging de Medeklinkert [ww wg]|active||||Tilburg||[]|[]
Woongroep De Pioniershof [H 19 2009] [50+]|active|2009|19||Twello||['rental_social']|[]
De Refter [H 1983] [ww]|active|1983|||Ubbergen||['rental_social']|[]
Woongroep Het Hoge Noorden|active||||Ubbergen||[]|[]
Woonvereniging Bronhuize [K 6 1981]|active|1981|6||Ubbergen||['ownership_full']|[]
Woongroep Tuinen van Tourmalijn [K 8]|active||8||Uffelte||['ownership_full']|[]
C.W. Uithoorn [H 1988] [cw]|active|1988|||Uithoorn||['rental_social']|[]
*Groepswonen van Ouderen Uithoorn [50+]|developing||||Uithoorn||[]|[]
Woongroep Uithuizen de Sintelberg [50+]|active||||Uithuizen||[]|[]
Woongroep Uithuizen Menkemastaete [HK 12] [50+]|active||12||Uithuizen||['rental_social','ownership_full']|[]
Woongroep Uithuizen Meulnhörn [HK 20] [50+]|active||20||Uithuizen||['rental_social','ownership_full']|[]
Woongroep Uithuizen de Sintelberg [HK 12] [50+]|active||12||Uithuizen||[]|[]
Seniorenwoongroep Usquert [50+]|active||||Usquert||[]|[]
*Vereniging De Oude Veulentjes [ 5] [cw]|developing||5||Usquert||[]|[]
Aurorastraat [wg]|active||||Utrecht||[]|[]
Bertsbrein [ 7 1994]|active|1994|7||Utrecht||[]|[]
Bloemstraat [wg]|active||||Utrecht||[]|[]
*C.W. In de Kersentuin [cw]|developing||||Utrecht||[]|[]
C.W. Klopvaart [H 80 1984] [cw]|active|1984|80||Utrecht||['rental_social']|[]
Contact & muziek [ww]|active||||Utrecht||[]|[]
De Feets [H] [wg]|active||||Utrecht||['rental_social']|[]
De Gordel van Smaragd [50+ multi]|active||||Utrecht||[]|[]
De Tachtigers [ww]|active||||Utrecht||[]|[]
Emmaus-Parkwijk [ 2004] [ww wg]|active|2004|||Utrecht||[]|[]
Experimentele Flats [HK 192 1971]|active|1971|192||Utrecht||[]|[]
Fook Hong Law [ 1999] [50+ multi]|active|1999|||Utrecht||[]|[]
Furkabaan [wg]|active||||Utrecht||[]|[]
Hamburgerstraat [wg]|active||||Utrecht||[]|[]
Het Groene Dak [eco]|active||||Utrecht||[]|[]
KievitHoek [wg]|active||||Utrecht||[]|[]
Labre-huis [ 31]|active||31||Utrecht||[]|[]
*MarktMeesters [K 2016] [50+]|developing|2016|||Utrecht||['ownership_full']|[]
*Marokkaanse Woongroep i.o. [50+ multi]|developing||||Utrecht||[]|[]
Mayur [ 2001] [50+ multi]|active|2001|||Utrecht||[]|[]
*Meer Dan Wonen|developing||||Utrecht||[]|[]
Moria [ 13] [50+ multi gh]|active||13||Utrecht||[]|[]
Panta Rhei [wg]|active||||Utrecht||[]|[]
Stichting Huismus [H 10 1981] [wg]|active|1981|10||Utrecht||['rental_social']|[]
Tai Wai Huis [ 30 2006] [50+ multi]|active|2006|30||Utrecht||[]|[]
*Turkse Woongroep i.o. [50+ multi]|developing||||Utrecht||[]|[]
voorheen de bakkersschool [wg]|active||||Utrecht||[]|[]
Waterhoen|active||||Utrecht||[]|[]
Woongemeenschap Overhoop [sp]|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep|active||||Utrecht||[]|[]
Woongroep De Kasko [wg]|active||||Utrecht||[]|[]
Woongroep Drevenstein [H 14 1991] [50+]|active|1991|14||Utrecht||['rental_social']|[]
Woongroep Elzas [H] [ww]|active||||Utrecht||['rental_social']|[]
Woongroep Gagelstaete [H 24 2000] [50+]|active|2000|24||Utrecht||['rental_social']|[]
*Woongroep in de regio Utrecht [ 100] [wg]|developing||100||Utrecht||[]|[]
Woongroep Kruisstraat [H 12] [50+]|active||12||Utrecht||['rental_social']|[]
Woongroep Langerak [50+]|active||||Utrecht||[]|[]
Woongroep Notabene|active||||Utrecht||[]|[]
Woongroep Oeral 46 58|active||||Utrecht||[]|[]
Woongroep Oldambt Zeven|active||||Utrecht||[]|[]
Woongroep Samuel Muller [ 17 1990] [50+]|active|1990|17||Utrecht||[]|[]
Woongroep Scherpenburch [wg]|active||||Utrecht||[]|[]
Woongroep St Gotthard|active||||Utrecht||[]|[]
Woongroep Sudeten|active||||Utrecht||[]|[]
Woongroep Terwijde [H 2008] [50+ gh]|active|2008|||Utrecht||['rental_social']|[]
Woongroep Tuinwijk [H 25 2003] [50+]|active|2003|25||Utrecht||['rental_social']|[]
Woongroep Ubica|active||||Utrecht||[]|[]
Woongroep Watje|active||||Utrecht||[]|[]
